code,label,bug_class,description
"def log_event(event_type, message, details=None):
    """"""
    Logs an event with its type, message, and optional details.
    Handles 'details' being None by representing it as 'N/A' in the log output.
    """"""
    if details is None:
        detail_str = ""N/A""
    else:
        detail_str = str(details)
    
    return f""Event Type: {event_type}, Message: {message}, Details: {detail_str}""",0,clean,"Generates a log string for an event, replacing None details with ""N/A""."
"class Item:
    def __init__(self, item_id: str, quantity: int | None):
        self.item_id = item_id
        self.quantity = quantity

def extract_valid_quantities(items: list[Item | None] | None) -> list[int]:
    """"""
    Extracts valid quantities from a list of Item objects,
    ignoring None items or items with None quantities.
    Returns an empty list if input is None.
    """"""
    quantities = []
    if items is None:
        return quantities
    for item in items:
        if item is not None and item.quantity is not None:
            quantities.append(item.quantity)
    return quantities",0,clean,"Extracts valid quantities from a list of Item objects, ignoring None items or items with None quantities, and returns an empty list if the input is None."
"def get_articles_sorted_fstring(sort_column: str, limit: int = 10):
    """"""
    Retrieves articles sorted by a dynamic column using an f-string for the ORDER BY clause.
    """"""
    # Bad practice: allowing sort_column to be directly injected without validation
    query = f""SELECT id, title, author FROM articles ORDER BY {sort_column} LIMIT {limit}""
    print(f""Executing query: {query}"")
    # Simulate DB query
    return [{""id"": 1, ""title"": ""Article A"", ""author"": ""John Doe""}] # Mock result",1,sql_injection,"Retrieves articles with an f-string dynamically constructing the ORDER BY clause, vulnerable to SQL injection through the `sort_column` parameter."
"def calculate_product_price(base_price: float | int | None, quantity: int | None) -> float:
    """"""
    Calculates the total product price by multiplying base price and quantity,
    returning 0.0 if either input is None.
    """"""
    if base_price is None or quantity is None:
        return 0.0
    return float(base_price) * float(quantity)",0,clean,"Calculates the total product price by multiplying base price and quantity, returning 0.0 if either input is None."
"def update_product_stock(conn, product_id, new_quantity):
    """"""
    Updates the stock quantity of a product by its ID using a parameterized query.
    Assumes `conn` is an active database connection object.
    """"""
    try:
        with conn.cursor() as cursor:
            sql = ""UPDATE products SET stock_quantity = ? WHERE id = ?""
            cursor.execute(sql, (new_quantity, product_id))
            conn.commit()
            return cursor.rowcount > 0 # Check if any row was updated
    except Exception as e:
        # In a real application, log the exception and rollback
        conn.rollback()
        return False",0,clean,"Updates the stock quantity for a product identified by its ID, returning True on success, using a secure parameterized query."
"def get_customer_orders_by_date_range(conn, customer_id, start_date, end_date):
    """"""
    Fetches all orders for a given customer within a specified date range using multiple parameters.
    """"""
    cursor = conn.cursor()
    query = """"""
        SELECT id, product_id, order_date, total_amount
        FROM orders
        WHERE customer_id = ? AND order_date BETWEEN ? AND ?
        ORDER BY order_date
    """"""
    cursor.execute(query, (customer_id, start_date, end_date))
    orders = cursor.fetchall()
    cursor.close()
    return orders",0,clean,Retrieves a list of orders for a specific customer within a given date range.
"def validate_positive_integer_id(id_str):
    """"""
    Validates if a string represents a positive integer ID within a specified range (1 to 1,000,000).
    """"""
    if not isinstance(id_str, str):
        return False

    if not id_str.strip().isdigit():
        return False

    try:
        id_value = int(id_str.strip())
        if 1 <= id_value <= 1000000:
            return True
        else:
            return False
    except ValueError:
        return False",0,clean,"This function validates if a string represents a positive integer ID, ensuring it falls within a predefined range and contains only digits."
"def check_role_exists(role_name: str):
    """"""
    Checks if a given role name exists in the roles table.
    Vulnerable to SQL injection via the role_name parameter.
    """"""
    sql_query = f""SELECT 1 FROM roles WHERE role_name = '{role_name}' LIMIT 1""
    # Assume execute_query is a global or passed-in function
    return ""Query executed: "" + sql_query",1,sql_injection,"Checks for the existence of a role by name, vulnerable to SQL injection in the role name parameter using an f-string."
"def sanitize_html_input(user_input: str) -> str:
    """"""
    Performs basic sanitization of user input by escaping common HTML characters
    to prevent XSS vulnerabilities.
    """"""
    if not isinstance(user_input, str):
        return """" # Return empty string for invalid input type for safety
        
    sanitized_input = user_input.replace(""&"", ""&amp;"")
    sanitized_input = sanitized_input.replace(""<"", ""&lt;"")
    sanitized_input = sanitized_input.replace("">"", ""&gt;"")
    sanitized_input = sanitized_input.replace('""', ""&quot;"")
    sanitized_input = sanitized_input.replace(""'"", ""&#x27;"")
    sanitized_input = sanitized_input.replace(""/"", ""&#x2F;"")
    
    return sanitized_input",0,clean,This function sanitizes user input by escaping HTML special characters to prevent basic cross-site scripting (XSS) attacks.
"def handle_login(credentials):
    """"""
    Handles a login attempt, validating username and password format.
    """"""
    if not isinstance(credentials, dict):
        return {""error"": ""Request body must be a JSON object."", ""status"": 400}
    
    username = credentials.get(""username"")
    password = credentials.get(""password"")

    if not isinstance(username, str) or not username.strip():
        return {""error"": ""Username is required."", ""status"": 400}
    if not isinstance(password, str) or not password.strip():
        return {""error"": ""Password is required."", ""status"": 400}

    # Basic length check for security (e.g., brute force protection)
    if len(username) < 3 or len(username) > 50:
        return {""error"": ""Username length invalid."", ""status"": 400}
    if len(password) < 8 or len(password) > 100:
        return {""error"": ""Password length invalid."", ""status"": 400}

    # In a real app, username/password would be hashed and compared securely.
    # Here we just acknowledge valid format.
    clean_username = username.strip() # Sanitize before further use (e.g., logging)
    
    # Simulate success (not actual authentication)
    return {""message"": f""Login attempt for user '{clean_username}' processed."", ""status"": 200}",0,clean,"Processes a login attempt, validating the format and length of username and password inputs for security."
"def _html_escape(text):
    return text.replace('&', '&amp;').replace('<', '&lt;').replace('>', '&gt;').replace('""', '&quot;').replace(""'"", '&#x27;')

def get_all_messages(user_id):
    """"""
    Retrieves a list of messages for a user, ensuring message content is HTML-escaped.
    """"""
    # Simulate fetching messages from a database
    raw_messages = [
        {""id"": 1, ""sender"": ""Admin"", ""content"": ""Welcome to our site! Click <a href='/help'>here</a>.""},
        {""id"": 2, ""sender"": ""UserX"", ""content"": ""Hello & goodbye <script>alert('xss');</script>""},
        {""id"": 3, ""sender"": ""System"", ""content"": ""Your payment is due.""}
    ]

    escaped_messages = []
    for msg in raw_messages:
        # Ensure that content is HTML-escaped for safe display in a web browser
        escaped_messages.append({
            ""id"": msg[""id""],
            ""sender"": _html_escape(msg[""sender""]),
            ""content"": _html_escape(msg[""content""])
        })
    
    return {""data"": escaped_messages, ""count"": len(escaped_messages), ""status"": 200}",0,clean,"Retrieves a list of messages for a user, ensuring all message content is HTML-escaped before output."
"def validate_email(email_str: str) -> bool:
    """"""
    Validates if a string is a well-formed email address.
    Checks for presence of '@' and '.', correct positioning, and overall length.
    """"""
    if not isinstance(email_str, str) or not (6 <= len(email_str) <= 254):
        return False
    
    parts = email_str.split('@')
    if len(parts) != 2:
        return False
    
    local_part, domain_part = parts
    if not local_part or not domain_part:
        return False
    
    if not (1 <= len(local_part) <= 64) or not (1 <= len(domain_part) <= 253):
        return False
    
    if '.' not in domain_part or domain_part.startswith('.') or domain_part.endswith('.'):
        return False
    
    # Basic character check (simplistic, real validation is complex without regex)
    allowed_chars = ""abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789.-_""
    if not all(c in allowed_chars for c in local_part.replace('.', '')) or \
       not all(c in allowed_chars for c in domain_part.replace('.', '')):
        return False

    return True",0,clean,"This function validates if a given string represents a syntactically correct email address by checking for '@' and '.' presence, positioning, and character set."
"def calculate_percentage_change(old_value: float, new_value: float) -> float | str:
    """"""
    Calculates the percentage change between an old value and a new value,
    handling cases where the old value is zero or inputs are not numeric.
    """"""
    if not isinstance(old_value, (int, float)) or not isinstance(new_value, (int, float)):
        return ""Error: Both values must be numbers.""
    if old_value == 0:
        if new_value == 0:
            return 0.0  # No change if both are zero
        return ""Error: Cannot calculate percentage change from zero old value unless new value is also zero.""
    return ((new_value - old_value) / old_value) * 100",0,clean,"This function calculates the percentage change between two values, explicitly handling cases where the original value is zero to prevent division errors and validating input types."
"def get_items_ordered_by(column_name):
    """"""
    Retrieves all items, ordered by a specified column.
    Vulnerable to SQL injection via the column_name parameter.
    """"""
    query = ""SELECT id, name, price FROM items ORDER BY %s"" % column_name
    print(f""Executing SQL: {query}"")
    # In a real scenario, this would involve db_cursor.execute(query) and fetching results
    return f""Items ordered by {column_name} (simulated)""",1,sql_injection,"This function fetches items ordered by a specified column, vulnerable to SQL injection because it directly interpolates the column name into an ORDER BY clause using %s."
"def filter_orders(customer_id, order_status):
    """"""
    Filters orders based on customer ID and order status.
    Concatenates both customer_id and order_status directly into the WHERE clause,
    creating multiple points of SQL injection vulnerability.
    """"""
    sql_query = (
        ""SELECT order_id, total_amount, order_date FROM orders WHERE ""
        ""customer_id = "" + str(customer_id) + "" AND status = '"" + order_status + ""'""
    )
    # result = db_execute(sql_query)
    # return result
    return sql_query",1,sql_injection,"A function that filters orders by directly concatenating both `customer_id` and `order_status` into the SQL WHERE clause, creating an SQL injection vulnerability."
"def update_user_email(conn, user_id, new_email):
    """"""
    Updates the email address for a specific user identified by their ID using a parameterized query.
    """"""
    cursor = conn.cursor()
    query = ""UPDATE users SET email = ? WHERE id = ?""
    try:
        cursor.execute(query, (new_email, user_id))
        conn.commit()
        return cursor.rowcount # Returns the number of rows affected
    except Exception as e:
        conn.rollback()
        # In a real app, log error more robustly
        return 0
    finally:
        cursor.close()",0,clean,"Updates a user's email address by their ID, committing changes and returning the count of affected rows."
"def validate_password_strength(password):
    """"""
    Validates password strength by checking for a minimum length of 8 characters
    and the presence of at least one uppercase letter, one lowercase letter, and one digit.
    """"""
    if not isinstance(password, str):
        return False

    if len(password) < 8:
        return False

    has_upper = False
    has_lower = False
    has_digit = False

    for char in password:
        if 'A' <= char <= 'Z':
            has_upper = True
        elif 'a' <= char <= 'z':
            has_lower = True
        elif '0' <= char <= '9':
            has_digit = True
        
        if has_upper and has_lower and has_digit:
            break

    return has_upper and has_lower and has_digit",0,clean,"This function validates password strength by enforcing a minimum length of 8 characters and requiring at least one uppercase letter, one lowercase letter, and one digit."
"def find_products_by_category(conn, category_name):
    """"""
    Retrieves a list of products by category name using a parameterized query.
    Assumes `conn` is an active database connection object.
    """"""
    try:
        with conn.cursor() as cursor:
            sql = ""SELECT id, name, price, description FROM products WHERE category = ?""
            cursor.execute(sql, (category_name,))
            products_data = cursor.fetchall()
            if products_data:
                columns = [desc[0] for desc in cursor.description]
                return [dict(zip(columns, row)) for row in products_data]
            return []
    except Exception as e:
        # In a real application, log the exception
        return []",0,clean,"Retrieves a list of products belonging to a specified category, returning a list of dictionaries, using a secure parameterized query."
"def calculate_total_amount(amounts: list[float | int | None] | None) -> float:
    """"""
    Calculates the sum of numbers in a list, treating None values as zero
    and returning 0.0 if the input list is None.
    """"""
    total = 0.0
    if amounts is None:
        return total
    for amount in amounts:
        if amount is not None:
            total += float(amount)
    return total",0,clean,"Calculates the sum of numbers in a list, treating None values as zero and returning 0.0 if the input list is None."
"def create_product(product_data):
    """"""
    Creates a new product, validating required fields and types from a JSON-like dict.
    """"""
    if not isinstance(product_data, dict):
        return {""error"": ""Request body must be a JSON object."", ""status"": 400}

    required_fields = [""name"", ""price""]
    for field in required_fields:
        if field not in product_data:
            return {""error"": f""Missing field: '{field}'."", ""status"": 400}

    # Basic type and value validation
    if not isinstance(product_data[""name""], str) or not product_data[""name""].strip():
        return {""error"": ""Name must be a non-empty string."", ""status"": 400}
    if not isinstance(product_data[""price""], (int, float)) or product_data[""price""] <= 0:
        return {""error"": ""Price must be a positive number."", ""status"": 400}
    
    # Optional field
    description = product_data.get(""description"", """").strip()
    
    # Simulate saving to DB and returning new product info
    new_product_id = 1001 # Generated by DB
    return {
        ""data"": {
            ""id"": new_product_id,
            ""name"": product_data[""name""].strip(),
            ""price"": product_data[""price""],
            ""description"": description
        },
        ""status"": 201
    }",0,clean,"Creates a new product, validating required fields, their types, and sanitizing string inputs from the JSON body."
"def get_user_profile_fstring(username: str):
    """"""
    Retrieves a user's profile information using an f-string for the WHERE clause.
    """"""
    query = f""SELECT id, name, email FROM users WHERE username = '{username}'""
    print(f""Executing query: {query}"")
    # In a real app, this would execute the query against a database
    return {""id"": 1, ""name"": ""Test User"", ""email"": ""test@example.com""} # Mock result",1,sql_injection,"Retrieves a user's profile using an f-string to build a SELECT query, vulnerable to SQL injection through the `username` parameter."
"def sanitize_filename(filename_input: str) -> str:
    """"""
    Sanitizes a filename string by replacing invalid characters with underscores.
    Removes path separators and other characters generally disallowed in filenames.
    Limits the length to prevent abuse.
    """"""
    if not isinstance(filename_input, str):
        return ""invalid_filename""

    filename = filename_input.strip()
    if not filename:
        return ""empty_filename""

    invalid_chars = '<>:""/\\|?*'
    sanitized_chars = []
    for char in filename:
        if char in invalid_chars:
            sanitized_chars.append('_')
        elif char == '\0':
            continue
        else:
            sanitized_chars.append(char)
    
    sanitized_name = """".join(sanitized_chars)
    if len(sanitized_name) > 200:
        sanitized_name = sanitized_name[:200]
    
    if not sanitized_name:
        return ""sanitized_empty""

    return sanitized_name",0,clean,This function sanitizes a filename by replacing characters that are invalid in file paths with underscores and removes null bytes.
"def get_user_settings(user_id: int, setting_key: str):
    """"""Retrieves a specific user setting using named parameters from a dictionary for the database query.""""""
    query = ""SELECT value FROM user_settings WHERE user_id = :user_id AND key_name = :setting_key""
    parameters = {""user_id"": user_id, ""setting_key"": setting_key}
    print(f""Executing: '{query}' with named parameters: {parameters}"")
    return f""Simulated result for user {user_id}'s setting '{setting_key}'""",0,clean,"This function retrieves a specific user setting using named parameters passed as a dictionary, a common method in some database APIs."
"def calculate_sample_standard_deviation(data: list[float]) -> float | str:
    """"""
    Calculates the sample standard deviation for a list of numeric data,
    ensuring there are at least two data points to prevent division by zero.
    """"""
    if not isinstance(data, list):
        return ""Error: Input must be a list.""
    if len(data) < 2:
        return ""Error: At least two data points are required to calculate sample standard deviation.""
        
    total = 0.0
    for x in data:
        if not isinstance(x, (int, float)):
            return ""Error: All elements in the data list must be numbers.""
        total += x
    
    mean = total / len(data)
    
    sum_sq_diff = 0.0
    for x in data:
        sum_sq_diff += (x - mean) ** 2
        
    variance = sum_sq_diff / (len(data) - 1)
    std_dev = variance ** 0.5
    
    return std_dev",0,clean,"This function calculates the sample standard deviation for a list of numeric data, verifying that there are at least two data points to prevent division by zero in the variance calculation."
"def get_user_display_name(first_name, last_name, username=None):
    """"""
    Generates a display name for a user. Prioritizes first_name + last_name,
    then username, otherwise returns a generic default. Handles None inputs gracefully.
    """"""
    full_name = f""{first_name or ''} {last_name or ''}"".strip()
    
    return full_name or username or ""Anonymous User""",0,clean,"Constructs a user's display name, prioritizing full name, then username, falling back to ""Anonymous User"" if all are None or empty."
"def search_products_by_keyword(keyword: str):
    """"""
    Searches for products whose names contain a specific keyword.
    Vulnerable to SQL injection via the keyword parameter.
    """"""
    sql_query = f""SELECT product_id, product_name, price FROM products WHERE product_name LIKE '%{keyword}%'""
    # Assume execute_query is a global or passed-in function
    return ""Query executed: "" + sql_query",1,sql_injection,"Searches for products by a keyword using a LIKE clause, vulnerable to SQL injection in the keyword parameter using an f-string."
"def perform_action_if_enabled(is_enabled: bool | None, action_name: str) -> str:
    """"""
    Performs a hypothetical action if 'is_enabled' is explicitly True,
    otherwise indicates that the action was skipped or disabled.
    Handles None 'is_enabled' flags by treating them as disabled.
    """"""
    if is_enabled is True: # Explicitly check for True, not just truthiness
        return f""Action '{action_name}' performed successfully.""
    else:
        return f""Action '{action_name}' skipped (disabled or not enabled).""",0,clean,"Performs a hypothetical action if an 'is_enabled' flag is explicitly True, otherwise indicates that the action was skipped or disabled, treating None flags as disabled."
"def safe_divide(numerator: float, denominator: float) -> float | str:
    """"""
    Performs division safely, returning an error message if the denominator is zero or inputs are not numeric.
    """"""
    if not isinstance(numerator, (int, float)) or not isinstance(denominator, (int, float)):
        return ""Error: Both numerator and denominator must be numbers.""
    if denominator == 0:
        return ""Error: Cannot divide by zero.""
    return numerator / denominator",0,clean,"This function safely divides two numbers, performing type checks and returning an error message if the denominator is zero."
"def sanitize_for_html(text_input: str) -> str:
    """"""
    Escapes special HTML characters in a string to prevent XSS vulnerabilities.
    Replaces characters like '<', '>', '&', '""', and ""'"" with their HTML entities.
    """"""
    if not isinstance(text_input, str):
        return """"
    sanitized_text = text_input.replace('&', '&amp;')
    sanitized_text = sanitized_text.replace('<', '&lt;')
    sanitized_text = sanitized_text.replace('>', '&gt;')
    sanitized_text = sanitized_text.replace('""', '&quot;')
    sanitized_text = sanitized_text.replace(""'"", '&#x27;')
    return sanitized_text",0,clean,This function sanitizes a string by escaping special HTML characters to prevent cross-site scripting (XSS) attacks.
"def calculate_safe_average(numbers: list[float]) -> float | None:
    """"""
    Calculates the average of a list of numbers, returning None for an empty list.
    """"""
    if not numbers:
        return None
    total_sum = sum(numbers)
    count = len(numbers)
    return total_sum / count",0,clean,"Computes the average of a list of floats, returning None if the list is empty to prevent division by zero."
"def validate_currency_amount(amount_str):
    """"""
    Validates if a string represents a positive currency amount, allowing for at most two decimal places.
    """"""
    if not isinstance(amount_str, str):
        return False

    cleaned_amount = amount_str.strip()
    if not cleaned_amount:
        return False

    if cleaned_amount.count('.') > 1:
        return False
    
    parts = cleaned_amount.split('.')
    if not all(p.isdigit() for p in parts):
        return False
        
    if '.' in cleaned_amount and len(parts[1]) > 2:
        return False
    
    try:
        value = float(cleaned_amount)
        return value >= 0
    except ValueError:
        return False",0,clean,"This function validates a string as a positive currency amount, ensuring it is a valid number with at most two decimal places."
"def calculate_safe_reciprocal(number: float, default_value: float = 0.0) -> float:
    """"""
    Calculates the reciprocal (1/number), returning a default value if number is zero.
    """"
    if number == 0:
        return default_value
    return 1.0 / number",0,clean,"Calculates the reciprocal of a number, returning a specified default value if the number is zero."
"def create_new_order(conn, customer_id, total_amount):
    """"""
    Inserts a new order into the database using a parameterized query.
    Assumes `conn` is an active database connection object.
    """"""
    try:
        with conn.cursor() as cursor:
            sql = ""INSERT INTO orders (customer_id, order_date, total_amount, status) VALUES (?, CURRENT_TIMESTAMP, ?, 'pending')""
            cursor.execute(sql, (customer_id, total_amount))
            conn.commit()
            return True
    except Exception as e:
        # In a real application, log the exception and rollback
        conn.rollback()
        return False",0,clean,"Inserts a new order into the database, associating it with a customer and total amount, returning True on success, using a secure parameterized query."
"def get_user_profile(conn, user_id):
    """"""
    Retrieves a user's profile by their user ID using a parameterized query.
    Assumes `conn` is an active database connection object.
    """"""
    try:
        with conn.cursor() as cursor:
            sql = ""SELECT id, username, email, created_at FROM users WHERE id = ?""
            cursor.execute(sql, (user_id,))
            user_data = cursor.fetchone()
            if user_data:
                # Assuming user_data is a tuple, convert to dict for better readability
                columns = [desc[0] for desc in cursor.description]
                return dict(zip(columns, user_data))
            return None
    except Exception as e:
        # In a real application, log the exception for debugging
        return None",0,clean,"Retrieves a user's profile by their user ID, returning a dictionary if found, otherwise None, using a secure parameterized query."
"def get_user_count_by_status(conn, status):
    """"""
    Retrieves the total number of users with a specific status from the 'users' table using an aggregate query.
    """"""
    cursor = conn.cursor()
    query = ""SELECT COUNT(id) FROM users WHERE status = ?""
    cursor.execute(query, (status,))
    count = cursor.fetchone()[0] # Fetch the single count value
    cursor.close()
    return count",0,clean,"Counts the number of users having a specific status, returning the integer count."
"def calculate_net_income(gross_income: float, tax_rate_percent: float) -> float:
    """"""
    Calculates net income by subtracting a percentage tax from gross income.
    """"""
    if not all(isinstance(arg, (int, float)) for arg in [gross_income, tax_rate_percent]):
        raise TypeError(""Gross income and tax rate must be numbers."")
    if gross_income < 0:
        raise ValueError(""Gross income cannot be negative."")
    if not (0 <= tax_rate_percent <= 100):
        raise ValueError(""Tax rate must be between 0 and 100 percent."")

    tax_amount = gross_income * (tax_rate_percent / 100.0)
    net_income = gross_income - tax_amount
    return net_income",0,clean,Calculates the net income by applying a percentage tax rate to a given gross income.
"def sanitize_filename(filename):
    """"""
    Sanitizes a filename string by replacing unsafe characters that could lead to path traversal
    or create issues on various file systems.
    """"""
    if not isinstance(filename, str):
        return ""invalid_filename""

    unsafe_chars = ['/', '\\', ':', '*', '?', '""', '<', '>', '|', '\0', '..']
    
    sanitized = filename.strip()
    if not sanitized:
        return ""default_file""

    for char in unsafe_chars:
        if char == '..':
            sanitized = sanitized.replace(char, '') 
        else:
            sanitized = sanitized.replace(char, '_')

    if len(sanitized) > 255:
        sanitized = sanitized[:255]

    return sanitized",0,clean,This function sanitizes a filename string by replacing potentially unsafe characters with underscores and removing path traversal sequences to prevent file system vulnerabilities.
"def calculate_simple_moving_average(data: list[float], window_size: int) -> list[float] | str:
    """"""
    Calculates the simple moving average for a list of numeric data over a specified window size,
    handling invalid window sizes or non-numeric data.
    """"""
    if not isinstance(data, list) or not isinstance(window_size, int):
        return ""Error: Data must be a list and window_size an integer.""
    if window_size <= 0:
        return ""Error: Window size must be a positive integer.""
    if window_size > len(data):
        return ""Error: Window size cannot be greater than the number of data points.""
        
    moving_averages = []
    for i in range(len(data) - window_size + 1):
        window = data[i:i + window_size]
        current_sum = 0.0
        for item in window:
            if not isinstance(item, (int, float)):
                return ""Error: All data points must be numbers.""
            current_sum += item
        moving_averages.append(current_sum / window_size)
        
    return moving_averages",0,clean,"This function computes the simple moving average for a list of numeric data over a given window size, validating the window size to be positive and ensuring all data points are numbers."
"def add_new_product(conn, name, description, price, category):
    """"""
    Inserts a new product record into the 'products' table with multiple parameters.
    """"""
    cursor = conn.cursor()
    query = ""INSERT INTO products (name, description, price, category) VALUES (?, ?, ?, ?)""
    try:
        cursor.execute(query, (name, description, price, category))
        conn.commit()
        return cursor.lastrowid # Returns the ID of the newly inserted row
    except Exception as e:
        conn.rollback()
        # In a real app, log error more robustly
        return None
    finally:
        cursor.close()",0,clean,"Inserts a new product into the database, committing changes and returning the ID of the new row or None on failure."
